"name","website","rating","reviews","type","address","directionLink","locationLink","hours","phoneNumber","logoImageSource"
"Full Stack Technology LLP","https://www.fullstacktechnology.com/","4.2","65","Software company in Gandhinagar, India","B-605, 6th Floor Infocity Tower 1, Infocity, Gandhinagar, Gujarat 382007, India","https://www.google.com/maps/dir//fullstacktechnology/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x395c298842ca2e4d:0x245204485bad6063?sa=X","https://www.google.com/maps/place/Full+Stack+Technology+LLP/@23.1933592,72.637931,15z/data=!4m2!3m1!1s0x0:0x245204485bad6063?sa=X","Open ⋅ Closes 6 PM","+91 94277 71117",
